Unmatched Hosts Log
Generated  : 2026-02-24 21:43:01
Excel file : /home/dz8tcy/project/hpcautomation/src/inventory/management/commands/HPC_Not Retired_2-17-26.xlsx
Dry run    : False
==========================================================================================
   Row  Asset Tag (B)         Hostname BF                Hostname K                 Hostname AS
  5564  S264322X9813429       dcmipphpc1345              dcmipphpc1345              dcmipphpc1345.edc.nam.gm.com
  5565  S264322X9813426       dcmipphpc1346              dcmipphpc1346              dcmipphpc1346.edc.nam.gm.com
  5566  S264322X9813428       dcmipphpc1347              dcmipphpc1347              dcmipphpc1347.edc.nam.gm.com
  5567  S264322X9813387       dcmipphpc1348              dcmipphpc1348              dcmipphpc1348.edc.nam.gm.com
  5568  S264322X9813385       dcmipphpc1349              dcmipphpc1349              dcmipphpc1349.edc.nam.gm.com
  5569  S264322X9813277       dcmipphpc1350              dcmipphpc1350              dcmipphpc1350.edc.nam.gm.com
  5570  S264322X9808382       dcmipphpc1351              dcmipphpc1351              dcmipphpc1351.edc.nam.gm.com
  5571  S264322X9813331       dcmipphpc1352              dcmipphpc1352              dcmipphpc1352.edc.nam.gm.com
  5572  S264322X9819414       dcmipphpc1353              dcmipphpc1353              dcmipphpc1353.edc.nam.gm.com
  5573  S264322X9813410       dcmipphpc1354              dcmipphpc1354              dcmipphpc1354.edc.nam.gm.com
  5574  S264322X9819410       dcmipphpc1355              dcmipphpc1355              dcmipphpc1355.edc.nam.gm.com
  5575  S264322X9813396       dcmipphpc1356              dcmipphpc1356              dcmipphpc1356.edc.nam.gm.com
  5576  S264322X9813414       dcmipphpc1357              dcmipphpc1357              dcmipphpc1357.edc.nam.gm.com
  5577  S264322X9813327       dcmipphpc1358              dcmipphpc1358              dcmipphpc1358.edc.nam.gm.com
  5578  S264322X9813416       dcmipphpc1359              dcmipphpc1359              dcmipphpc1359.edc.nam.gm.com
  5579  S264322X9813388       dcmipphpc1360              dcmipphpc1360              dcmipphpc1360.edc.nam.gm.com
  5580  S379095X9801365       S379095X9801365 - SuperBlade  S379095X9801365 - SuperBlade  -
  5581  S264322X9813377       dcmipphpc1361              dcmipphpc1361              dcmipphpc1361.edc.nam.gm.com
  5582  S264322X9813330       dcmipphpc1362              dcmipphpc1362              dcmipphpc1362.edc.nam.gm.com
  5583  S264322X9813250       dcmipphpc1363              dcmipphpc1363              dcmipphpc1363.edc.nam.gm.com
  5584  S264322X9819413       dcmipphpc1364              dcmipphpc1364              dcmipphpc1364.edc.nam.gm.com
  5585  S264322X9813394       dcmipphpc1365              dcmipphpc1365              dcmipphpc1365.edc.nam.gm.com
  5586  S264322X9808270       dcmipphpc1366              dcmipphpc1366              dcmipphpc1366.edc.nam.gm.com
  5587  S264322X9813252       S264322X9813252 - SuperBlade  S264322X9813252 - SuperBlade  -
  5588  S264322X9819408       dcmipphpc1368              dcmipphpc1368              dcmipphpc1368.edc.nam.gm.com
  5589  S264322X9808277       dcmipphpc1369              dcmipphpc1369              dcmipphpc1369.edc.nam.gm.com
  5590  S264322X9813420       dcmipphpc1370              dcmipphpc1370              dcmipphpc1370.edc.nam.gm.com
  5591  S264322X9813432       dcmipphpc1371              dcmipphpc1371              dcmipphpc1371.edc.nam.gm.com
  5592  S264322X9813440       S264322X9813440 - SuperBlade  S264322X9813440 - SuperBlade  -
  5593  S264322X9813415       dcmipphpc1373              dcmipphpc1373              dcmipphpc1373.edc.nam.gm.com
  5594  S264322X9813276       dcmipphpc1374              dcmipphpc1374              dcmipphpc1374.edc.nam.gm.com
  5595  S264322X9814976       dcmipphpc1375              dcmipphpc1375              dcmipphpc1375.edc.nam.gm.com
  5596  S264322X9813255       dcmipphpc1376              dcmipphpc1376              dcmipphpc1376.edc.nam.gm.com
  5597  S264322X9813384       dcmipphpc1377              dcmipphpc1377              dcmipphpc1377.edc.nam.gm.com
  5598  S264322X9813430       dcmipphpc1378              dcmipphpc1378              dcmipphpc1378.edc.nam.gm.com
  5599  S264322X9813438       dcmipphpc1379              dcmipphpc1379              dcmipphpc1379.edc.nam.gm.com
  5600  S264322X9813439       dcmipphpc1380              dcmipphpc1380              dcmipphpc1380.edc.nam.gm.com
  5601  S379095X9801363       S379095X9801363 - SuperBlade  S379095X9801363 - SuperBlade  -
  5602  S264322X9819407       dcmipphpc1381              dcmipphpc1381              dcmipphpc1381.edc.nam.gm.com
  5603  S264322X9809972       dcmipphpc1382              dcmipphpc1382              dcmipphpc1382.edc.nam.gm.com
  5604  S264322X9809965       dcmipphpc1383              dcmipphpc1383              dcmipphpc1383.edc.nam.gm.com
  5605  S264322X9813398       dcmipphpc1384              dcmipphpc1384              dcmipphpc1384.edc.nam.gm.com
  5606  S264322X9810027       dcmipphpc1385              dcmipphpc1385              dcmipphpc1385.edc.nam.gm.com
  5607  S264322X9810002       dcmipphpc1386              dcmipphpc1386              dcmipphpc1386.edc.nam.gm.com
  5608  S264322X9808306       dcmipphpc1387              dcmipphpc1387              dcmipphpc1387.edc.nam.gm.com
  5609  S264322X9809987       dcmipphpc1388              dcmipphpc1388              dcmipphpc1388.edc.nam.gm.com
  5610  S264322X9809945       dcmipphpc1389              dcmipphpc1389              dcmipphpc1389.edc.nam.gm.com
  5611  S264322X9809957       dcmipphpc1390              dcmipphpc1390              dcmipphpc1390.edc.nam.gm.com
  5612  S264322X9819416       dcmipphpc1391              dcmipphpc1391              dcmipphpc1391.edc.nam.gm.com
  5613  S264322X9810003       dcmipphpc1392              dcmipphpc1392              dcmipphpc1392.edc.nam.gm.com
  5614  S264322X9819409       dcmipphpc1393              dcmipphpc1393              dcmipphpc1393.edc.nam.gm.com
  5615  S264322X9809925       dcmipphpc1394              dcmipphpc1394              dcmipphpc1394.edc.nam.gm.com
  5616  S264322X9819415       dcmipphpc1395              dcmipphpc1395              dcmipphpc1395.edc.nam.gm.com
  5617  S264322X9808321       dcmipphpc1396              dcmipphpc1396              dcmipphpc1396.edc.nam.gm.com
  5618  S264322X9810005       dcmipphpc1397              dcmipphpc1397              dcmipphpc1397.edc.nam.gm.com
  5619  S391394X0204121       dcmipphpc1398              dcmipphpc1398              dcmipphpc1398.edc.nam.gm.com
  5620  S264322X9813397       dcmipphpc1399              dcmipphpc1399              dcmipphpc1399.edc.nam.gm.com
  5621  S264322X9809985       dcmipphpc1400              dcmipphpc1400              dcmipphpc1400.edc.nam.gm.com
  5622  S381753X9721453       dcmixphhpc093              dcmixphhpc093              dcmixphhpc093.edc.nam.gm.com
  5623  MT1918J02795          MT1918J02795 - SB7800 Series  MT1918J02795 - SB7800 Series  -
  5624  S379095X9801356       S379095X9801356 - SuperBlade  S379095X9801356 - SuperBlade  -
  5625  S264322X9813287       dcmipphpc1401              dcmipphpc1401              dcmipphpc1401.edc.nam.gm.com
  5626  S264322X9813279       dcmipphpc1402              dcmipphpc1402              dcmipphpc1402.edc.nam.gm.com
  5627  S264322X9813364       dcmipphpc1403              dcmipphpc1403              dcmipphpc1403.edc.nam.gm.com
  5628  S264322X9813325       dcmipphpc1404              dcmipphpc1404              dcmipphpc1404.edc.nam.gm.com
  5629  S264322X9813251       dcmipphpc1405              dcmipphpc1405              dcmipphpc1405.edc.nam.gm.com
  5630  S264322X9813249       dcmipphpc1406              dcmipphpc1406              dcmipphpc1406.edc.nam.gm.com
  5631  S391394X0204116       dcmipphpc1407              dcmipphpc1407              dcmipphpc1407.edc.nam.gm.com
  5632  S264322X9813293       dcmipphpc1408              dcmipphpc1408              dcmipphpc1408.edc.nam.gm.com
  5633  S264322X9813437       dcmipphpc1409              dcmipphpc1409              dcmipphpc1409.edc.nam.gm.com
  5634  S264322X9813286       dcmipphpc1410              dcmipphpc1410              dcmipphpc1410.edc.nam.gm.com
  5635  S264322X9813271       dcmipphpc1411              dcmipphpc1411              dcmipphpc1411.edc.nam.gm.com
  5636  S264322X9813363       dcmipphpc1412              dcmipphpc1412              dcmipphpc1412.edc.nam.gm.com
  5637  S264322X9813290       dcmipphpc1413              dcmipphpc1413              dcmipphpc1413.edc.nam.gm.com
  5638  S264322X9813270       dcmipphpc1414              dcmipphpc1414              dcmipphpc1414.edc.nam.gm.com
  5639  S264322X9813435       dcmipphpc1415              dcmipphpc1415              dcmipphpc1415.edc.nam.gm.com
  5640  S264322X9813280       dcmipphpc1416              dcmipphpc1416              dcmipphpc1416.edc.nam.gm.com
  5641  S264322X9813278       dcmipphpc1417              dcmipphpc1417              dcmipphpc1417.edc.nam.gm.com
  5642  S264322X9813362       dcmipphpc1418              dcmipphpc1418              dcmipphpc1418.edc.nam.gm.com
  5643  S264322X9813245       dcmipphpc1419              dcmipphpc1419              dcmipphpc1419.edc.nam.gm.com
  5644  S264322X9813243       dcmipphpc1420              dcmipphpc1420              dcmipphpc1420.edc.nam.gm.com
  5645  S379095X9801359       S379095X9801359 - SuperBlade  S379095X9801359 - SuperBlade  -
  5646  S264322X9813299       dcmipphpc1421              dcmipphpc1421              dcmipphpc1421.edc.nam.gm.com
  5647  S264322X9813274       dcmipphpc1422              dcmipphpc1422              dcmipphpc1422.edc.nam.gm.com
  5648  S264322X9813301       dcmipphpc1423              dcmipphpc1423              dcmipphpc1423.edc.nam.gm.com
  5649  S264322X9813267       dcmipphpc1424              dcmipphpc1424              dcmipphpc1424.edc.nam.gm.com
  5650  S264322X9813295       dcmipphpc1425              dcmipphpc1425              dcmipphpc1425.edc.nam.gm.com
  5651  S264322X9813294       dcmipphpc1426              dcmipphpc1426              dcmipphpc1426.edc.nam.gm.com
  5652  S264322X9813275       dcmipphpc1427              dcmipphpc1427              dcmipphpc1427.edc.nam.gm.com
  5653  S264322X9813273       dcmipphpc1428              dcmipphpc1428              dcmipphpc1428.edc.nam.gm.com
  5654  S264322X9814929       dcmipphpc1429              dcmipphpc1429              dcmipphpc1429.edc.nam.gm.com
  5655  S264322X9813403       dcmipphpc1430              dcmipphpc1430              dcmipphpc1430.edc.nam.gm.com
  5656  S264322X9813309       dcmipphpc1431              dcmipphpc1431              dcmipphpc1431.edc.nam.gm.com
  5657  S264322X9813248       dcmipphpc1432              dcmipphpc1432              dcmipphpc1432.edc.nam.gm.com
  5658  S264322X9814936       dcmipphpc1433              dcmipphpc1433              dcmipphpc1433.edc.nam.gm.com
  5659  S264322X9813401       dcmipphpc1434              dcmipphpc1434              dcmipphpc1434.edc.nam.gm.com
  5660  S264322X9813393       dcmipphpc1435              dcmipphpc1435              dcmipphpc1435.edc.nam.gm.com
  5661  S264322X9814928       dcmipphpc1436              dcmipphpc1436              dcmipphpc1436.edc.nam.gm.com
  5662  S264322X9814973       dcmipphpc1437              dcmipphpc1437              dcmipphpc1437.edc.nam.gm.com
  5663  S264322X9814932       dcmipphpc1438              dcmipphpc1438              dcmipphpc1438.edc.nam.gm.com
  5664  S264322X9814950       dcmipphpc1439              dcmipphpc1439              dcmipphpc1439.edc.nam.gm.com
  5665  S264322X9814972       dcmipphpc1440              dcmipphpc1440              dcmipphpc1440.edc.nam.gm.com
  5666  S379095X9801367       S379095X9801367 - SuperBlade  S379095X9801367 - SuperBlade  -
  5667  S264322X9813256       dcmipphpc1441              dcmipphpc1441              dcmipphpc1441.edc.nam.gm.com
  5668  S264322X9813442       dcmipphpc1442              dcmipphpc1442              dcmipphpc1442.edc.nam.gm.com
  5669  S264322X9813447       dcmipphpc1443              dcmipphpc1443              dcmipphpc1443.edc.nam.gm.com
  5670  S264322X9813455       dcmipphpc1444              dcmipphpc1444              dcmipphpc1444.edc.nam.gm.com
  5671  S264322X9813457       dcmipphpc1445              dcmipphpc1445              dcmipphpc1445.edc.nam.gm.com
  5672  S264322X9813450       dcmipphpc1446              dcmipphpc1446              dcmipphpc1446.edc.nam.gm.com
  5673  S264322X9813454       dcmipphpc1447              dcmipphpc1447              dcmipphpc1447.edc.nam.gm.com
  5674  S264322X9813458       dcmipphpc1448              dcmipphpc1448              dcmipphpc1448.edc.nam.gm.com
  5675  S264322X9813445       dcmipphpc1449              dcmipphpc1449              dcmipphpc1449.edc.nam.gm.com
  5676  S264322X9813448       dcmipphpc1450              dcmipphpc1450              dcmipphpc1450.edc.nam.gm.com
  5677  S264322X9813268       dcmipphpc1451              dcmipphpc1451              dcmipphpc1451.edc.nam.gm.com
  5678  S264322X9813265       dcmipphpc1452              dcmipphpc1452              dcmipphpc1452.edc.nam.gm.com
  5679  S264322X9813246       dcmipphpc1453              dcmipphpc1453              dcmipphpc1453.edc.nam.gm.com
  5680  S264322X9813247       dcmipphpc1454              dcmipphpc1454              dcmipphpc1454.edc.nam.gm.com
  5681  S264322X9814941       dcmipphpc1455              dcmipphpc1455              dcmipphpc1455.edc.nam.gm.com
  5682  S264322X9814937       dcmipphpc1456              dcmipphpc1456              dcmipphpc1456.edc.nam.gm.com
  5683  S264322X9813282       dcmipphpc1457              dcmipphpc1457              dcmipphpc1457.edc.nam.gm.com
  5684  S391394X1322755       dcmipphpc1458              dcmipphpc1458              dcmipphpc1458.edc.nam.gm.com
  5685  S264322X9813269       dcmipphpc1459              dcmipphpc1459              dcmipphpc1459.edc.nam.gm.com
  5686  S264322X9814940       dcmipphpc1460              dcmipphpc1460              dcmipphpc1460.edc.nam.gm.com
  5687  S379095X9801368       S379095X9801368 - SuperBlade  S379095X9801368 - SuperBlade  -
  5688  S264322X9813266       dcmipphpc1461              dcmipphpc1461              dcmipphpc1461.edc.nam.gm.com
  5689  S264322X9814938       dcmipphpc1462              dcmipphpc1462              dcmipphpc1462.edc.nam.gm.com
  5690  S264322X9813373       dcmipphpc1463              dcmipphpc1463              dcmipphpc1463.edc.nam.gm.com
  5691  S264322X9814933       dcmipphpc1464              dcmipphpc1464              dcmipphpc1464.edc.nam.gm.com
  5692  S264322X9814935       dcmipphpc1465              dcmipphpc1465              dcmipphpc1465.edc.nam.gm.com
  5693  S264322X9813236       dcmipphpc1466              dcmipphpc1466              dcmipphpc1466.edc.nam.gm.com
  5694  S264322X9814934       dcmipphpc1467              dcmipphpc1467              dcmipphpc1467.edc.nam.gm.com
  5695  S264322X9814965       dcmipphpc1468              dcmipphpc1468              dcmipphpc1468.edc.nam.gm.com
  5696  S264322X9814931       dcmipphpc1469              dcmipphpc1469              dcmipphpc1469.edc.nam.gm.com
  5697  S264322X9814952       dcmipphpc1470              dcmipphpc1470              dcmipphpc1470.edc.nam.gm.com
  5698  S264322X2422284       dcmipphpc1471              dcmipphpc1471              dcmipphpc1471.edc.nam.gm.com
  5699  S264322X9813444       dcmipphpc1472              dcmipphpc1472              dcmipphpc1472.edc.nam.gm.com
  5700  S264322X9813449       dcmipphpc1473              dcmipphpc1473              dcmipphpc1473.edc.nam.gm.com
  5701  S264322X9813453       dcmipphpc1474              dcmipphpc1474              dcmipphpc1474.edc.nam.gm.com
  5702  S264322X9813446       dcmipphpc1475              dcmipphpc1475              dcmipphpc1475.edc.nam.gm.com
  5703  S264322X9813460       dcmipphpc1476              dcmipphpc1476              dcmipphpc1476.edc.nam.gm.com
  5704  S391394X0204119       dcmipphpc1477              dcmipphpc1477              dcmipphpc1477.edc.nam.gm.com
